variable code,variable name
hc2_pvtd_gdp,"Domestic Private Expenditure on Rehabilitative care, as % of Gross domestic product (GDP)"
hc21_pvtd_gdp,"Domestic Private Expenditure on Inpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc22_pvtd_gdp,"Domestic Private Expenditure on Day rehabilitative care, as % of Gross domestic product (GDP)"
hc23_pvtd_gdp,"Domestic Private Expenditure on Outpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc24_pvtd_gdp,"Domestic Private Expenditure on Home-based rehabilitative care, as % of Gross domestic product (GDP)"
hc3_pvtd_gdp,"Domestic Private Expenditure on Long-term care (health), as % of Gross domestic product (GDP)"
hc31_pvtd_gdp,"Domestic Private Expenditure on Inpatient long-term care (health), as % of Gross domestic product (GDP)"
hc32_pvtd_gdp,"Domestic Private Expenditure on Day long-term care (health), as % of Gross domestic product (GDP)"
hc33_pvtd_gdp,"Domestic Private Expenditure on Outpatient long-term care (health), as % of Gross domestic product (GDP)"
hc34_pvtd_gdp,"Domestic Private Expenditure on Home-based long-term care (health), as % of Gross domestic product (GDP)"
hc3nec_pvtd_gdp,"Domestic Private Expenditure on Other Long-Term Care, as % of Gross domestic product (GDP)"
hc4_pvtd_gdp,"Domestic Private Expenditure on Ancillary services (non-specified by function), as % of Gross domestic product (GDP)"
hc41_pvtd_gdp,"Domestic Private Expenditure on Laboratory services, as % of Gross domestic product (GDP)"
hc42_pvtd_gdp,"Domestic Private Expenditure on Imaging services, as % of Gross domestic product (GDP)"
hc43_pvtd_gdp,"Domestic Private Expenditure on Patient transportation, as % of Gross domestic product (GDP)"
hc5_pvtd_gdp,"Domestic Private Expenditure on Medical goods (non-specified by function), as % of Gross domestic product (GDP)"
hc51_pvtd_gdp,"Domestic Private Expenditure on Pharmaceuticals and Other medical durable goods, as % of Gross domestic product (GDP)"
hc511_pvtd_gdp,"Domestic Private Expenditure on Prescribed medicines, as % of Gross domestic product (GDP)"
hc512_pvtd_gdp,"Domestic Private Expenditure on Over-the-counter medicines, as % of Gross domestic product (GDP)"
hc513_pvtd_gdp,"Domestic Private Expenditure on Other medical non-durable goods, as % of Gross domestic product (GDP)"
hc52_pvtd_gdp,"Domestic Private Expenditure on Therapeutic appliances and Other medical goods, as % of Gross domestic product (GDP)"
hc5nec_pvtd_gdp,"Domestic Private Expenditure on Unspecified medical goods (n.e.c.), as % of Gross domestic product (GDP)"
hc6_pvtd_gdp,"Domestic Private Expenditure on Preventive care, as % of Gross domestic product (GDP)"
hc61_pvtd_gdp,"Domestic Private Expenditure on Information, education and counseling (IEC) programmes, as % of Gross domestic product (GDP)"
hc62_pvtd_gdp,"Domestic Private Expenditure on Immunization Programmes, as % of Gross domestic product (GDP)"
fp3214_pvtd_gdp,"Domestic Private Expenditure on Vaccines, as % of Gross domestic product (GDP)"
hc63_pvtd_gdp,"Domestic Private Expenditure on Early disease detection programmes, as % of Gross domestic product (GDP)"
hc64_pvtd_gdp,"Domestic Private Expenditure on Healthy condition monitoring programmes, as % of Gross domestic product (GDP)"
hc65_pvtd_gdp,"Domestic Private Expenditure on Epidemiological surveillance and risk and disease control programmes, as % of Gross domestic product (GDP)"
hc66_pvtd_gdp,"Domestic Private Expenditure on Preparing for disaster and emergency response programmes, as % of Gross domestic product (GDP)"
hc6nec_pvtd_gdp,"Domestic Private Expenditure on Unspecified preventive care (n.e.c.), as % of Gross domestic product (GDP)"
hc7_pvtd_gdp,"Domestic Private Expenditure on Governance, health system & financing administration, as % of Gross domestic product (GDP)"
hc71_pvtd_gdp,"Domestic Private Expenditure on Governance and Health system administration, as % of Gross domestic product (GDP)"
hc72_pvtd_gdp,"Domestic Private Expenditure on Administration of health financing, as % of Gross domestic product (GDP)"
hc7nec_pvtd_gdp,"Domestic Private Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), as % of Gross domestic product (GDP)"
hc9_pvtd_gdp,"Domestic Private Expenditure on Other health care services (n.e.c.), as % of Gross domestic product (GDP)"
hcri1_gdp,"Total pharmaceutical expenditure (TPE), as % of Gross domestic product (GDP)"
dis_gdp,"Current health expenditure by Diseases and Conditions, as % of Gross domestic product (GDP)"
dis1_gdp,"Infectious and Parasitic Diseases, as % of Gross domestic product (GDP)"
dis11_gdp,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), as % of Gross domestic product (GDP)"
dis12_gdp,"Tuberculosis (TB), as % of Gross domestic product (GDP)"
dis13_gdp,"Malaria, as % of Gross domestic product (GDP)"
dis16_gdp,"Neglected Tropical Diseases (NTDs), as % of Gross domestic product (GDP)"
dis192_gdp,"Disease from coronavirus SARS-CoV-2 (COVID-19), as % of Gross domestic product (GDP)"
dis2_gdp,"Reproductive Health, as % of Gross domestic product (GDP)"
dis21_gdp,"Maternal Conditions, as % of Gross domestic product (GDP)"
dis22_gdp,"Perinatal Conditions, as % of Gross domestic product (GDP)"
dis23_gdp,"Contraceptive Management (Family Planning), as % of Gross domestic product (GDP)"
dis2nec_gdp,"Unspecified reproductive health conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis3_gdp,"Nutritional Deficiencies, as % of Gross domestic product (GDP)"
dis4_gdp,"Noncommunicable Diseases (NCDs), as % of Gross domestic product (GDP)"
dis5_gdp,"Injuries, as % of Gross domestic product (GDP)"
disnec_gdp,"Other and unspecified Diseases and Conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis_gghed_gdp,"Domestic general government health expenditure by Diseases and Conditions, as % of Gross domestic product (GDP)"
dis1_gghed_gdp,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, as % of Gross domestic product (GDP)"
dis11_gghed_gdp,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), as % of Gross domestic product (GDP)"
dis12_gghed_gdp,"Domestic General Government Expenditure on Tuberculosis (TB), as % of Gross domestic product (GDP)"
dis13_gghed_gdp,"Domestic General Government Expenditure on Malaria, as % of Gross domestic product (GDP)"
dis16_gghed_gdp,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), as % of Gross domestic product (GDP)"
dis192_gghed_gdp,"Domestic General Government Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), as % of Gross domestic product (GDP)"
dis2_gghed_gdp,"Domestic General Government Expenditure on Reproductive Health, as % of Gross domestic product (GDP)"
dis21_gghed_gdp,"Domestic General Government Expenditure on Maternal Conditions, as % of Gross domestic product (GDP)"
dis22_gghed_gdp,"Domestic General Government Expenditure on Perinatal Conditions, as % of Gross domestic product (GDP)"
dis23_gghed_gdp,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), as % of Gross domestic product (GDP)"
dis2nec_gghed_gdp,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis3_gghed_gdp,"Domestic General Government Expenditure on Nutritional Deficiencies, as % of Gross domestic product (GDP)"
dis4_gghed_gdp,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), as % of Gross domestic product (GDP)"
dis5_gghed_gdp,"Domestic General Government Expenditure on Injuries, as % of Gross domestic product (GDP)"
disnec_gghed_gdp,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis_ext_gdp,"External sources of funding by Diseases and Conditions, as % of Gross domestic product (GDP)"
dis1_ext_gdp,"External sources of funding on Infectious and Parasitic Diseases, as % of Gross domestic product (GDP)"
dis11_ext_gdp,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), as % of Gross domestic product (GDP)"
dis12_ext_gdp,"External sources of funding on Tuberculosis (TB), as % of Gross domestic product (GDP)"
dis13_ext_gdp,"External sources of funding on Malaria, as % of Gross domestic product (GDP)"
dis16_ext_gdp,"External sources of funding on Neglected Tropical Diseases (NTDs), as % of Gross domestic product (GDP)"
dis192_ext_gdp,"External sources of funding on Disease from coronavirus SARS-CoV-2 (COVID-19), as % of Gross domestic product (GDP)"
dis2_ext_gdp,"External sources of funding on Reproductive Health, as % of Gross domestic product (GDP)"
dis21_ext_gdp,"External sources of funding on Maternal Conditions, as % of Gross domestic product (GDP)"
dis22_ext_gdp,"External sources of funding on Perinatal Conditions, as % of Gross domestic product (GDP)"
dis23_ext_gdp,"External sources of funding on Contraceptive Management (Family Planning), as % of Gross domestic product (GDP)"
dis2nec_ext_gdp,"External sources of funding on Unspecified reproductive health conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis3_ext_gdp,"External sources of funding on Nutritional Deficiencies, as % of Gross domestic product (GDP)"
dis4_ext_gdp,"External sources of funding on Noncommunicable Diseases (NCDs), as % of Gross domestic product (GDP)"
dis5_ext_gdp,"External sources of funding on Injuries, as % of Gross domestic product (GDP)"
disnec_ext_gdp,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis_pvtd_gdp,"Domestic Private Health expenditure by Diseases and Conditions, as % of Gross domestic product (GDP)"
dis1_pvtd_gdp,"Domestic Private Expenditure on Infectious and Parasitic Diseases, as % of Gross domestic product (GDP)"
dis11_pvtd_gdp,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), as % of Gross domestic product (GDP)"
dis12_pvtd_gdp,"Domestic Private Expenditure on Tuberculosis (TB), as % of Gross domestic product (GDP)"
dis13_pvtd_gdp,"Domestic Private Expenditure on Malaria, as % of Gross domestic product (GDP)"
dis16_pvtd_gdp,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), as % of Gross domestic product (GDP)"
dis192_pvtd_gdp,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), as % of Gross domestic product (GDP)"
dis2_pvtd_gdp,"Domestic Private Expenditure on Reproductive Health, as % of Gross domestic product (GDP)"
dis21_pvtd_gdp,"Domestic Private Expenditure on Maternal Conditions, as % of Gross domestic product (GDP)"
dis22_pvtd_gdp,"Domestic Private Expenditure on Perinatal Conditions, as % of Gross domestic product (GDP)"
dis23_pvtd_gdp,"Domestic Private Expenditure on Contraceptive Management (Family Planning), as % of Gross domestic product (GDP)"
dis2nec_pvtd_gdp,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), as % of Gross domestic product (GDP)"
dis3_pvtd_gdp,"Domestic Private Expenditure on Nutritional Deficiencies, as % of Gross domestic product (GDP)"
dis4_pvtd_gdp,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), as % of Gross domestic product (GDP)"
dis5_pvtd_gdp,"Domestic Private Expenditure on Injuries, as % of Gross domestic product (GDP)"
disnec_pvtd_gdp,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), as % of Gross domestic product (GDP)"
hccov_gdp,"Special reporting items to track COVID-19 spending within CHE, as % of Gross domestic product (GDP)"
hccov1_gdp,"COVID-19 related treatment, as % of Gross domestic product (GDP)"
hccov2_gdp,"COVID-19 testing and contract tracing, as % of Gross domestic product (GDP)"
hccov3_gdp,"COVID-19 vaccination, as % of Gross domestic product (GDP)"
hccov4_gdp,"COVID-19 medical goods, as % of Gross domestic product (GDP)"
hccov5_gdp,"Other COVID-19 health care spending (incl. in CHE), as % of Gross domestic product (GDP)"
